original_name,updated_name,resprouting_binomial,seeding_binomial,min_maturity_primary,avg_maturity_primary,bin_maturity_primary,min_maturity_secondary,avg_maturity_secondary,resprouting_binomial_score,seeding_binomial_score,min_maturity_primary_score,avg_maturity_primary_score,bin_maturity_primary_score,min_maturity_secondary_score,avg_maturity_secondary_score,score_GM
Acacia acuminata,Acacia acuminata,TRUE,TRUE,NA,5,NA,NA,NA,0.2,0.2,NA,1,NA,NA,NA,0.3419951893
Acacia acuminata subsp. burkittii,Acacia burkittii,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia aneura,Acacia aneura,TRUE,TRUE,NA,4,10--,NA,NA,0.2,0.2,NA,0.2,1,NA,NA,0.2990697562
Acacia aulacocarpa,Acacia aulacocarpa,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Acacia baileyana,Acacia baileyana,FALSE,TRUE,2.616279,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Acacia binervata,Acacia binervata,TRUE,TRUE,5,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,0.2
Acacia blakelyi,Acacia blakelyi,TRUE,TRUE,NA,2,NA,NA,NA,0.2,0.2,NA,0.2,NA,NA,NA,0.2
Acacia calamifolia,Acacia calamifolia,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia cincinnata,Acacia cincinnata,TRUE,TRUE,NA,12,NA,NA,NA,0.2,0.2,NA,1,NA,NA,NA,0.3419951893
Acacia concurrens,Acacia concurrens,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Acacia cyclops,Acacia cyclops,FALSE,NA,NA,2,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Acacia cyperophylla,Acacia cyperophylla,FALSE,NA,NA,NA,10--,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia dealbata,Acacia dealbata,TRUE,TRUE,5,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia deanei,Acacia deanei,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia decurrens,Acacia decurrens,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Acacia doratoxylon,Acacia doratoxylon,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia falcata,Acacia falcata,FALSE,TRUE,1.744186,NA,1--5,NA,NA,1,0.2,0.2,NA,0.2,NA,NA,0.2990697562
Acacia filicifolia,Acacia filicifolia,TRUE,TRUE,5,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia floribunda,Acacia floribunda,TRUE,TRUE,3,NA,5--20,2.61627907,2.5,0.2,0.2,0.2,NA,1,0.2,0.2,0.2615320972
Acacia harpophylla,Acacia harpophylla,TRUE,FALSE,NA,NA,5--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Acacia holosericea,Acacia holosericea,FALSE,TRUE,NA,NA,2--3,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Acacia implexa,Acacia implexa,TRUE,TRUE,1,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia ingramii,Acacia ingramii,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Acacia irrorata,Acacia irrorata,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia leiocalyx,Acacia leiocalyx,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia leptostachya,Acacia leptostachya,FALSE,TRUE,NA,NA,1--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Acacia ligulata,Acacia ligulata,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia linifolia,Acacia linifolia,FALSE,TRUE,1.085271,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Acacia longifolia,Acacia longifolia,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia mangium,Acacia mangium,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Acacia mearnsii,Acacia mearnsii,TRUE,TRUE,5,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia melanoxylon,Acacia melanoxylon,TRUE,TRUE,5,NA,5--20,3,NA,0.2,0.2,0.2,NA,1,0.2,NA,0.2759459323
Acacia melanoxylon,Acacia melanoxylon,TRUE,TRUE,5,NA,5--20,3,NA,0.2,0.2,0.2,NA,1,0.2,NA,0.2759459323
Acacia mollissima,Acacia dealbata,TRUE,TRUE,5,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia montana,Acacia montana,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia mucronata,Acacia mucronata,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia myrtifolia,Acacia myrtifolia,TRUE,TRUE,2,1.75,5--20,NA,NA,0.2,0.2,0.2,0.2,1,NA,NA,0.2759459323
Acacia obliquinerva,Acacia obliquinervia,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia obtusifolia,Acacia obtusifolia,TRUE,TRUE,4,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia oswaldii,Acacia oswaldii,TRUE,FALSE,NA,NA,4--5,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Acacia paradoxa,Acacia paradoxa,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia parramattensis,Acacia parramattensis,FALSE,TRUE,5,NA,5--20,NA,NA,1,0.2,0.2,NA,1,NA,NA,0.4472135955
Acacia pendula,Acacia pendula,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia peuce,Acacia peuce,FALSE,NA,NA,NA,10--,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia podalyriifolia,Acacia podalyriifolia,FALSE,TRUE,2.403101,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Acacia provincialis,Acacia provincialis,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia pycnantha,Acacia pycnantha,TRUE,TRUE,2,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia ramulosa,Acacia ramulosa,FALSE,NA,NA,NA,6--10,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia retinodes,Acacia retinodes,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia rostellifera,Acacia rostellifera,FALSE,NA,NA,3,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Acacia saligna,Acacia saligna,TRUE,TRUE,NA,3,NA,NA,NA,0.2,0.2,NA,0.2,NA,NA,NA,0.2
Acacia shirleyi,Acacia shirleyi,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia sophorae,Acacia longifolia subsp. sophorae,TRUE,TRUE,5,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia spectabilis,Acacia spectabilis,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia spilleriana,Acacia spilleriana,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia terminalis,Acacia terminalis,TRUE,TRUE,1.763566,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Acacia ulicifolia,Acacia ulicifolia,TRUE,TRUE,1.29845,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Aciphylla glacialis,Aciphylla glacialis,TRUE,TRUE,1,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Acmena,Syzygium,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Acmena smithii,Syzygium smithii,TRUE,FALSE,5,NA,5--20,1,NA,0.2,1,0.2,NA,1,0.2,NA,0.3807307877
Acronychia,Acronychia,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Acronychia imperforata,Acronychia imperforata,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Acrothamnus hookeri,Acrothamnus hookeri,TRUE,FALSE,NA,NA,1--5,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Actinotus helianthi,Actinotus helianthi,FALSE,NA,0.7945736,NA,NA,NA,NA,1,NA,0.2,NA,NA,NA,NA,0.4472135955
Adenanthos,Adenanthos,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Adriana hookeri,Adriana tomentosa var. hookeri,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Aegiceras corniculatum,Aegiceras corniculatum,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Ageratum houstonianum,Ageratum houstonianum,NA,NA,0.7364341,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,0.2
Agonis flexuosa,Agonis flexuosa,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Alectryon coriaceus,Alectryon coriaceus,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Allocasuarina,Allocasuarina,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Allocasuarina acutivalvis,Allocasuarina acutivalvis,FALSE,NA,NA,5,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1
Allocasuarina campestris,Allocasuarina campestris,FALSE,NA,NA,5,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1
Allocasuarina distyla,Allocasuarina distyla,TRUE,TRUE,1.666667,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,0.2
Allocasuarina fraseriana,Allocasuarina fraseriana,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Allocasuarina huegeliana,Allocasuarina huegeliana,TRUE,NA,NA,5,NA,NA,NA,0.2,NA,NA,1,NA,NA,NA,0.4472135955
Allocasuarina humilis,Allocasuarina humilis,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Allocasuarina inophloia,Allocasuarina inophloia,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Allocasuarina littoralis,Allocasuarina littoralis,TRUE,TRUE,3,NA,5--20,2.403100775,3,0.2,0.2,0.2,NA,1,0.2,0.2,0.2615320972
Allocasuarina luehmannii,Allocasuarina luehmannii,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Allocasuarina muelleriana,Allocasuarina muelleriana,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Allocasuarina nana,Allocasuarina nana,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Allocasuarina striata,Allocasuarina striata,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Allocasuarina torulosa,Allocasuarina torulosa,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Allocasuarina verticillata,Allocasuarina verticillata,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Alphitonia excelsa,Alphitonia excelsa,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Alphitonia petriei,Alphitonia petriei,FALSE,TRUE,NA,10,0--5,NA,NA,1,0.2,NA,1,0.2,NA,NA,0.4472135955
Alyxia ruscifolia,Alyxia ruscifolia,TRUE,FALSE,5,NA,NA,NA,NA,0.2,1,0.2,NA,NA,NA,NA,0.3419951893
Ammobium alatum,Ammobium alatum,FALSE,NA,1,NA,0--1,NA,NA,1,NA,0.2,NA,0.2,NA,NA,0.3419951893
Amyema,Amyema,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Amyema miquelii,Amyema miquelii,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Amyema miraculosa,Amyema miraculosa,FALSE,TRUE,NA,NA,1--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Amyema preisii,Amyema preissii,FALSE,TRUE,NA,NA,1--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Amyema preissii,Amyema preissii,FALSE,TRUE,NA,NA,1--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Amyema quandang,Amyema quandang,FALSE,TRUE,NA,NA,1--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Amyena,Amyema,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Amyena miquelii,Amyema miquelii,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Amyena preissii,Amyema preissii,FALSE,TRUE,NA,NA,1--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Andersonia heterophylla,Andersonia heterophylla,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Angianthus brachypappus,Angianthus brachypappus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Angophora,Angophora,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Angophora bakeri,Angophora bakeri,TRUE,TRUE,1,NA,NA,0.9689922481,1,0.2,0.2,0.2,NA,NA,0.2,0.2,0.2
Angophora costata,Angophora costata,TRUE,TRUE,5,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Angophora floribunda,Angophora floribunda,TRUE,TRUE,5,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Angophora hispida,Angophora hispida,TRUE,TRUE,1,NA,NA,0.6201550388,NA,0.2,0.2,0.2,NA,NA,0.2,NA,0.2
Angophora intermedia,Angophora floribunda,TRUE,TRUE,5,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Angophora subvaleutina,Angophora subvelutina,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Angophora subvelutina,Angophora subvelutina,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Angophora woodsiana,Angophora woodsiana,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Aotus,Aotus,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Aotus ericoides,Aotus ericoides,TRUE,TRUE,2,NA,5--20,2,NA,0.2,0.2,0.2,NA,1,0.2,NA,0.2759459323
Aotus lanigera,Aotus lanigera,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Apophyllum anomalum,Capparis anomala,FALSE,FALSE,NA,NA,5--20,NA,NA,1,1,NA,NA,1,NA,NA,1
Argyrodendron peralatum,Argyrodendron peralatum,NA,NA,NA,NA,20--,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Arthropodium milleflorum,Arthropodium milleflorum,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Asperula gunnii,Asperula gunnii,TRUE,TRUE,1,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Astroloma xerophyllum,Astroloma xerophyllum,FALSE,TRUE,NA,4,0--4,NA,NA,1,0.2,NA,0.2,0.2,NA,NA,0.2990697562
Astrotricha longifolia,Astrotricha longifolia,TRUE,TRUE,2,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Atalaya hemiglauca,Atalaya hemiglauca,TRUE,FALSE,NA,NA,6--10,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Atriplex,Atriplex,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Backhousia myrtifolia,Backhousia myrtifolia,TRUE,FALSE,NA,NA,1--5,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Baeckea,Baeckea,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Baeckea behrii,Hysterobaeckea behrii,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Baeckea frutescens,Baeckea frutescens,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Baeckea gunniana,Baeckea gunniana,TRUE,FALSE,5,NA,1--5,NA,NA,0.2,1,0.2,NA,0.2,NA,NA,0.2990697562
Baeckea imbricata,Baeckea imbricata,TRUE,NA,2,NA,NA,NA,2,0.2,NA,0.2,NA,NA,NA,0.2,0.2
Baeckea stenophylla,Baeckea frutescens,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Baeckia gunniana,Baeckea gunniana,TRUE,FALSE,5,NA,1--5,NA,NA,0.2,1,0.2,NA,0.2,NA,NA,0.2990697562
Banksia,Banksia,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Banksia attenuata,Banksia attenuata,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Banksia brownii,Banksia brownii,FALSE,TRUE,NA,5.5,NA,NA,NA,1,0.2,NA,1,NA,NA,NA,0.5848035476
Banksia ericifolia,Banksia ericifolia,FALSE,TRUE,3.430233,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Banksia integrifolia,Banksia integrifolia,TRUE,TRUE,7,NA,NA,NA,NA,0.2,0.2,1,NA,NA,NA,NA,0.3419951893
Banksia marginata,Banksia marginata,TRUE,TRUE,2,NA,5--20,2,NA,0.2,0.2,0.2,NA,1,0.2,NA,0.2759459323
Banksia menziesii,Banksia menziesii,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Banksia prionotes,Banksia prionotes,FALSE,TRUE,NA,3,NA,NA,NA,1,0.2,NA,0.2,NA,NA,NA,0.3419951893
Banksia serrata,Banksia serrata,TRUE,TRUE,2,NA,5--20,2,NA,0.2,0.2,0.2,NA,1,0.2,NA,0.2759459323
Banksia spinulosa,Banksia spinulosa,TRUE,TRUE,NA,NA,5--20,2.364341085,NA,0.2,0.2,NA,NA,1,0.2,NA,0.2990697562
Beaufortia elegans,Beaufortia elegans,FALSE,TRUE,NA,2,0--2,NA,NA,1,0.2,NA,0.2,0.2,NA,NA,0.2990697562
Bombax ceiba,Bombax ceiba,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Boronia,Boronia,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Boronia granitica,Boronia granitica,FALSE,TRUE,3,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Boronia ledifolia,Boronia ledifolia,TRUE,TRUE,1.647287,NA,5--20,NA,0.3,0.2,0.2,0.2,NA,1,NA,0.2,0.2759459323
Boronia megastigma,Boronia megastigma,FALSE,NA,NA,2,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Boronia rosmarinifolia,Boronia rosmarinifolia,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Borya,Borya,NA,NA,NA,NA,20--,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Bossiaea eriocarpa,Bossiaea eriocarpa,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Bossiaea foliosa,Bossiaea foliosa,TRUE,TRUE,10,NA,5--20,NA,NA,0.2,0.2,1,NA,1,NA,NA,0.4472135955
Bossiaea rhombifolia,Bossiaea rhombifolia,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Bossiaea walkeri,Bossiaea walkeri,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Brachichiton populneus,Brachychiton populneus,TRUE,FALSE,NA,NA,5--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Brachychiton,Brachychiton,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Brachychiton acerifolius,Brachychiton acerifolius,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Brachychiton populneus,Brachychiton populneus,TRUE,FALSE,NA,NA,5--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Brachyscome,Brachyscome,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Brachyscome decipiens,Brachyscome decipiens,TRUE,NA,1,NA,0--1,NA,1,0.2,NA,0.2,NA,0.2,NA,0.2,0.2
Brachyscome nivalis,Brachyscome nivalis,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Brachyscome rigidula,Brachyscome rigidula,TRUE,FALSE,1,NA,1--5,NA,NA,0.2,1,0.2,NA,0.2,NA,NA,0.2990697562
Brachyscome scapiformis,Brachyscome spathulata,TRUE,TRUE,1,NA,1--5,NA,1,0.2,0.2,0.2,NA,0.2,NA,0.2,0.2
Brachyscome scapigera,Brachyscome scapigera,TRUE,NA,1,NA,1--5,NA,1,0.2,NA,0.2,NA,0.2,NA,0.2,0.2
Brachyscome sp. aff. tadgellii,Brachyscome barkerae,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Brachyscome spathulata,Brachyscome spathulata,TRUE,TRUE,1,NA,1--5,NA,1,0.2,0.2,0.2,NA,0.2,NA,0.2,0.2
Brachyscome stolonifera,Brachyscome stolonifera,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Buchanania obovata,Buchanania obovata,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Bursaria,Bursaria,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Bursaria spinosa,Bursaria spinosa,TRUE,FALSE,2,NA,5--20,0.988372093,2,0.2,1,0.2,NA,1,0.2,0.2,0.3419951893
Caladenia carnea,Caladenia carnea,TRUE,FALSE,1,NA,1--5,0.6976744186,1,0.2,1,0.2,NA,0.2,0.2,0.2,0.2615320972
Calandrinia,Calandrinia,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Calandrinia balonensis,Calandrinia balonensis,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Callistemon,Callistemon,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Callistemon pallidus,Callistemon pallidus,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Callistemon salignus,Callistemon salignus,TRUE,TRUE,1,NA,NA,NA,1,0.2,0.2,0.2,NA,NA,NA,0.2,0.2
Callistemon sieberi,Callistemon sieberi,TRUE,TRUE,4,NA,1--5,4,4,0.2,0.2,0.2,NA,0.2,1,1,0.3419951893
Callistemon viminalis,Callistemon viminalis,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Callitris columellaris,Callitris columellaris,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
