original_name,updated_name,resprouting_binomial,seeding_binomial,min_maturity_primary,avg_maturity_primary,bin_maturity_primary,min_maturity_secondary,avg_maturity_secondary,resprouting_binomial_score,seeding_binomial_score,min_maturity_primary_score,avg_maturity_primary_score,bin_maturity_primary_score,min_maturity_secondary_score,avg_maturity_secondary_score,score_GM
Callitris endlicheri,Callitris endlicheri,FALSE,TRUE,7,NA,5--20,NA,NA,1,0.2,1,NA,1,NA,NA,0.668740305
Callitris preissii,Callitris preissii,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Callitris rhomboidea,Callitris rhomboidea,FALSE,TRUE,5,NA,5--20,NA,NA,1,0.2,0.2,NA,1,NA,NA,0.4472135955
Callitris verrucosa,Callitris verrucosa,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Calophyllum inophyllum,Calophyllum inophyllum,TRUE,NA,NA,NA,10--,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Calophyllum soulattri,Calophyllum soulattri,TRUE,NA,NA,NA,10--,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Calothamnus blepharospermus,Calothamnus blepharospermus,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Calothamnus quadrifidus acerosus,Calothamnus quadrifidus,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Calothamnus villosus,Calothamnus villosus,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Calotis multicaulis,Calotis multicaulis,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Calytrix,Calytrix,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Calytrix brachychaeta,Calytrix brownii,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Calytrix tetragona,Calytrix tetragona,TRUE,TRUE,2.693798,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Canavalia rosea,Canavalia rosea,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Cantharospermum reticulatum,Cajanus reticulatus,FALSE,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Canthium odoratum,Psydrax odorata,TRUE,FALSE,NA,NA,5--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Capparis mitchellii,Capparis mitchellii,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Cardwellia sublimis,Cardwellia sublimis,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Carex,Carex,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Carpobrotus,Carpobrotus,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Cassia,Cassia,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Cassia circinnata,Senna circinnata,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Cassia eremophila,Senna artemisioides subsp. x coriacea,NA,NA,NA,NA,2--3,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Cassinia,Cassinia,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Cassinia aculeata,Cassinia aculeata,TRUE,TRUE,2.635659,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Cassinia aureonitens,Cassinia aureonitens,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Cassinia compacta,Cassinia compacta,FALSE,FALSE,5,NA,NA,NA,NA,1,1,0.2,NA,NA,NA,NA,0.5848035476
Cassinia trinerva,Cassinia trinerva,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Cassinia uncata,Cassinia uncata,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Casuarina,Casuarina,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Casuarina cristata,Casuarina cristata,FALSE,FALSE,NA,NA,5--20,NA,NA,1,1,NA,NA,1,NA,NA,1
Casuarina cunninghamiana,Casuarina cunninghamiana,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Casuarina cunninghamiana subsp. cunninghamiana,Casuarina cunninghamiana subsp. cunninghamiana,TRUE,FALSE,3,NA,5--20,NA,NA,0.2,1,0.2,NA,1,NA,NA,0.4472135955
Casuarina equisetifolia,Casuarina equisetifolia,FALSE,NA,NA,NA,6--10,NA,NA,1,NA,NA,NA,1,NA,NA,1
Casuarina glauca,Casuarina glauca,TRUE,FALSE,NA,NA,5--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Casuarina nana,Allocasuarina nana,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Casuarina obesa,Casuarina obesa,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Casuarina pauper,Casuarina pauper,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Casuarina suberosa,Allocasuarina littoralis,TRUE,TRUE,3,NA,5--20,2.403100775,3,0.2,0.2,0.2,NA,1,0.2,0.2,0.2615320972
Celmisia,Celmisia,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Celmisia costiniana,Celmisia costiniana,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Celmisia longifolia,Celmisia longifolia,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Ceratopetalum apetalum,Ceratopetalum apetalum,TRUE,FALSE,NA,NA,5--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Ceratopetalum gummiferum,Ceratopetalum gummiferum,TRUE,FALSE,1,NA,5--20,0.9689922481,NA,0.2,1,0.2,NA,1,0.2,NA,0.3807307877
Chamelaucium uncinatum,Chamelaucium uncinatum,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Chionogentias,Gentianella,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Choretrum glomeratum,Choretrum glomeratum,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Choretrum spicatum,Choretrum spicatum,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Choretum glomeratum,Choretrum glomeratum,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Chrysopogon fallax,Chrysopogon fallax,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Claoxylon australe,Claoxylon australe,TRUE,FALSE,NA,NA,5--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Clerodendrum floribundum,Clerodendrum floribundum,TRUE,TRUE,NA,NA,2--3,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Conospermum,Conospermum,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Conospermum taxifolium,Conospermum taxifolium,TRUE,TRUE,4,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Coronidium monticola,Coronidium monticola,TRUE,NA,NA,NA,NA,0.3100775194,NA,0.2,NA,NA,NA,NA,0.2,NA,0.2
Correa alba,Correa alba,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Corymbia gummifera,Corymbia gummifera,TRUE,TRUE,3,NA,5--20,3.023255814,3,0.2,0.2,0.2,NA,1,1,0.2,0.3419951893
Corymbia intermedia,Corymbia intermedia,TRUE,TRUE,5,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,0.2
Corymbia polycarpa,Corymbia polycarpa,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Corymbia terminalis,Corymbia terminalis,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Corymbia tessellaris,Corymbia tessellaris,TRUE,FALSE,NA,NA,5--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Corymbia torelliana,Corymbia torelliana,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Craspedia,Craspedia,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Craspedia alba,Craspedia alba,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Craspedia costiniana,Craspedia costiniana,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Craspedia jamesii,Craspedia aurantia var. jamesii,TRUE,TRUE,1,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Craspedia lamicola,Craspedia lamicola,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Craspedia maxgrayi,Craspedia maxgrayi,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Cryptostemma calendula,Arctotheca calendula,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,0.2
Cyclophyllum multiflorum,Cyclophyllum multiflorum,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Cymbidium canaliculatum,Cymbidium canaliculatum,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Cymbidium suave,Cymbidium suave,TRUE,NA,NA,NA,5--20,1.782945736,NA,0.2,NA,NA,NA,1,0.2,NA,0.3419951893
Darlingia darlingiana,Darlingia darlingiana,TRUE,NA,NA,NA,5--10,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Darwinia,Darwinia,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Davesia,Daviesia,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Davidsonia pruriens,Davidsonia pruriens,TRUE,NA,NA,NA,5--10,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Daviesia,Daviesia,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Daviesia corymbosa,Daviesia corymbosa,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Daviesia corymbosa var. virgata,Daviesia leptophylla,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Daviesia divaricata,Daviesia divaricata,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Daviesia latifolia,Daviesia latifolia,TRUE,TRUE,4,NA,5--20,2,NA,0.2,0.2,0.2,NA,1,0.2,NA,0.2759459323
Daviesia mimosoides,Daviesia mimosoides,TRUE,TRUE,2,NA,5--20,NA,2,0.2,0.2,0.2,NA,1,NA,0.2,0.2759459323
Daviesia polyphylla,Daviesia polyphylla,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Daviesia squarrosa,Daviesia squarrosa,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Daviesia umbellulata,Daviesia umbellulata,TRUE,TRUE,4,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,0.2
Dendrobium speciosum,Dendrobium speciosum,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Dendrobium speciosum var. grandiflorum,Dendrobium speciosum subsp. grandiflorum,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Dendrobium speciosum var. hillii,Dendrobium speciosum subsp. hillii,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Deschampsia,Deschampsia,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Dicrastylis,Dicrastylis,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Dillwynia,Dillwynia,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Dillwynia brunioides,Dillwynia brunioides,FALSE,TRUE,7,NA,NA,NA,NA,1,0.2,1,NA,NA,NA,NA,0.5848035476
Dillwynia floribunda,Dillwynia floribunda,FALSE,TRUE,2,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Dillwynia floribunda var. teretifolia,Dillwynia floribunda,FALSE,TRUE,2,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Dillwynia glaberrima,Dillwynia glaberrima,TRUE,TRUE,5,NA,5--20,NA,2,0.2,0.2,0.2,NA,1,NA,0.2,0.2759459323
Dillwynia peduncularis,Dillwynia retorta,FALSE,TRUE,1.647287,NA,5--20,NA,NA,1,0.2,0.2,NA,1,NA,NA,0.4472135955
Dillwynia retorta,Dillwynia retorta,FALSE,TRUE,1.647287,NA,5--20,NA,NA,1,0.2,0.2,NA,1,NA,NA,0.4472135955
Dillwynia sericea,Dillwynia sericea,TRUE,TRUE,NA,NA,5--20,NA,2,0.2,0.2,NA,NA,1,NA,0.2,0.2990697562
Dodonaea,Dodonaea,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Dodonaea triquetra,Dodonaea triquetra,TRUE,TRUE,1.22093,3,5--20,NA,NA,0.2,0.2,0.2,0.2,1,NA,NA,0.2759459323
Dodonaea viscosa,Dodonaea viscosa,TRUE,TRUE,3,4,4--5,NA,NA,0.2,0.2,0.2,0.2,0.2,NA,NA,0.2
Dodonea viscosa,Dodonaea viscosa,TRUE,TRUE,3,4,4--5,NA,NA,0.2,0.2,0.2,0.2,0.2,NA,NA,0.2
Doryphora sassafras,Doryphora sassafras,TRUE,FALSE,NA,NA,5--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Drosera,Drosera,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Drosera auriculata,Drosera auriculata,TRUE,TRUE,1,NA,1--5,0.2,NA,0.2,0.2,0.2,NA,0.2,0.2,NA,0.2
Drosera binata,Drosera binata,TRUE,NA,1,NA,1--5,0.3294573643,0.1,0.2,NA,0.2,NA,0.2,0.2,0.2,0.2
Drosera gunniana,Drosera,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Drosera peltata,Drosera peltata,TRUE,TRUE,1,NA,1--5,0.3,NA,0.2,0.2,0.2,NA,0.2,0.2,NA,0.2
Drosera whittakeri,Drosera whittakeri,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Dryandra cirsioides,Banksia cirsioides,FALSE,NA,NA,6,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1
Drypetes deplanchei,Drypetes deplanchei,TRUE,TRUE,NA,NA,6--10,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Ecdeiocolea monostachya,Ecdeiocolea monostachya,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Elaeocarpus angustifolius,Elaeocarpus angustifolius,TRUE,NA,NA,NA,10--,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Elaeodendron australe,Elaeodendron australe,TRUE,FALSE,NA,NA,5--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Epacris,Epacris,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Epacris gunnii,Epacris gunnii,TRUE,TRUE,2,NA,1--5,2,2,0.2,0.2,0.2,NA,0.2,0.2,0.2,0.2
Epacris microphylla,Epacris microphylla,TRUE,TRUE,1.666667,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Epacris obtusifolia,Epacris obtusifolia,TRUE,TRUE,3,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Epacris paludosa,Epacris paludosa,TRUE,FALSE,1,5,1--5,NA,1,0.2,1,0.2,1,0.2,NA,0.2,0.3419951893
Epacris petrophila,Epacris petrophila,FALSE,FALSE,NA,NA,1--5,NA,NA,1,1,NA,NA,0.2,NA,NA,0.5848035476
Epilobium gunnianum,Epilobium gunnianum,TRUE,TRUE,1,NA,0--1,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Eremophila,Eremophila,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Eremophila alternifolia,Eremophila alternifolia,TRUE,NA,NA,NA,4--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Eremophila bignoniiflora,Eremophila bignoniiflora,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Eremophila drummondii,Eremophila drummondii,NA,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.2
Eremophila freelingii,Eremophila freelingii,TRUE,FALSE,NA,NA,4--5,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Eremophila gilesii,Eremophila gilesii,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Eremophila glabra,Eremophila glabra,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Eremophila ionantha,Eremophila ionantha,NA,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.2
Eremophila latrobei,Eremophila latrobei,TRUE,FALSE,NA,NA,4--5,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Eremophila longifolia,Eremophila longifolia,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Eremophila maculata,Eremophila maculata,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1
Eremophila oppositifolia subsp. angustifolia,Eremophila oppositifolia subsp. angustifolia,NA,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.2
Eremophila polyclada,Eremophila polyclada,FALSE,FALSE,NA,NA,6--10,NA,NA,1,1,NA,NA,1,NA,NA,1
Eremophila scoparia,Eremophila scoparia,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Eremophila serrulata,Eremophila serrulata,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Eremophila sturtii,Eremophila sturtii,TRUE,FALSE,NA,NA,4--5,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Erigeron paludicola,Pappochroma paludicola,TRUE,NA,NA,NA,0--1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Erigeron setosus,Pappochroma setosum,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Eriostemon,Eriostemon,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Eriostemon australasius,Eriostemon australasius,TRUE,TRUE,4,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Eriostemon linearis,Philotheca linearis,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Erythrophleum chlorostachys,Erythrophleum chlorostachys,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Eucalyptus,Eucalyptus,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Eucalyptus ?calycogona,Eucalyptus calycogona,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Eucalyptus acmenioides,Eucalyptus acmenoides,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Eucalyptus acmenoides,Eucalyptus acmenoides,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Eucalyptus agglomerata,Eucalyptus agglomerata,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Eucalyptus alba,Eucalyptus alba,TRUE,FALSE,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,0.4472135955
Eucalyptus albens,Eucalyptus albens,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Eucalyptus amplifolia,Eucalyptus amplifolia,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Eucalyptus amygdalina,Eucalyptus amygdalina,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Eucalyptus andrewsii,Eucalyptus andrewsii,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Eucalyptus angulosa,Eucalyptus angulosa,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Eucalyptus annulata,Eucalyptus annulata,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Eucalyptus argillacea,Eucalyptus argillacea,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Eucalyptus argophloia,Eucalyptus argophloia,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Eucalyptus aromaphloia,Eucalyptus aromaphloia,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Eucalyptus baileyana,Eucalyptus baileyana,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Eucalyptus bakeri,Eucalyptus bakeri,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Eucalyptus baxteri,Eucalyptus baxteri,TRUE,TRUE,2,NA,5--20,NA,2,0.2,0.2,0.2,NA,1,NA,0.2,0.2759459323
Eucalyptus bigalerita,Eucalyptus bigalerita,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Eucalyptus blakelyi,Eucalyptus blakelyi,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Eucalyptus boiryoides,Eucalyptus botryoides,TRUE,TRUE,5,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Eucalyptus bosistoana,Eucalyptus bosistoana,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Eucalyptus botryoides,Eucalyptus botryoides,TRUE,TRUE,5,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Eucalyptus brachyandra,Eucalyptus brachyandra,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Eucalyptus brachycalyx,Eucalyptus brachycalyx,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Eucalyptus brassiana,Eucalyptus brassiana,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Eucalyptus brevifolia,Eucalyptus brevifolia,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Eucalyptus bridgesiana,Eucalyptus bridgesiana,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Eucalyptus burgessiana,Eucalyptus burgessiana,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Eucalyptus calcicultrix,Eucalyptus porosa,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Eucalyptus caleyi,Eucalyptus caleyi,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Eucalyptus caliginosa,Eucalyptus caliginosa,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Eucalyptus calophylla,Corymbia calophylla,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Eucalyptus calycogona,Eucalyptus calycogona,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
